index	prediction
0	entailment
1	neutral
2	neutral
3	neutral
4	neutral
5	contradiction
6	neutral
7	entailment
8	neutral
9	entailment
10	entailment
11	entailment
12	entailment
13	contradiction
14	neutral
15	contradiction
16	neutral
17	entailment
18	entailment
19	contradiction
20	neutral
21	neutral
22	contradiction
23	contradiction
24	contradiction
25	neutral
26	contradiction
27	entailment
28	entailment
29	entailment
30	contradiction
31	entailment
32	contradiction
33	entailment
34	entailment
35	neutral
36	contradiction
37	contradiction
38	entailment
39	neutral
40	neutral
41	entailment
42	neutral
43	contradiction
44	neutral
45	entailment
46	contradiction
47	contradiction
48	neutral
49	contradiction
50	entailment
51	contradiction
52	neutral
53	contradiction
54	entailment
55	entailment
56	contradiction
57	entailment
58	entailment
59	entailment
60	entailment
61	contradiction
62	contradiction
63	entailment
64	entailment
65	entailment
66	contradiction
67	entailment
68	contradiction
69	contradiction
70	contradiction
71	neutral
72	entailment
73	contradiction
74	entailment
75	entailment
76	contradiction
77	entailment
78	entailment
79	contradiction
80	neutral
81	contradiction
82	contradiction
83	neutral
84	entailment
85	entailment
86	entailment
87	neutral
88	entailment
89	entailment
90	contradiction
91	neutral
92	neutral
93	neutral
94	entailment
95	contradiction
96	neutral
97	contradiction
98	neutral
99	contradiction
100	contradiction
101	contradiction
102	entailment
103	contradiction
104	entailment
105	neutral
106	neutral
107	entailment
108	neutral
109	entailment
110	contradiction
111	contradiction
112	contradiction
113	entailment
114	entailment
115	entailment
116	entailment
117	contradiction
118	neutral
119	contradiction
120	contradiction
121	contradiction
122	entailment
123	entailment
124	contradiction
125	entailment
126	neutral
127	neutral
128	contradiction
129	neutral
130	contradiction
131	entailment
132	neutral
133	entailment
134	neutral
135	contradiction
136	neutral
137	neutral
138	contradiction
139	contradiction
140	contradiction
141	contradiction
142	entailment
143	entailment
144	neutral
145	entailment
146	entailment
147	entailment
148	entailment
149	contradiction
150	neutral
151	contradiction
152	contradiction
153	contradiction
154	entailment
155	contradiction
156	entailment
157	entailment
158	entailment
159	contradiction
160	contradiction
161	contradiction
162	contradiction
163	entailment
164	contradiction
165	entailment
166	neutral
167	entailment
168	entailment
169	entailment
170	contradiction
171	contradiction
172	entailment
173	entailment
174	neutral
175	entailment
176	contradiction
177	contradiction
178	entailment
179	entailment
180	contradiction
181	neutral
182	neutral
183	neutral
184	contradiction
185	contradiction
186	neutral
187	entailment
188	contradiction
189	entailment
190	entailment
191	neutral
192	entailment
193	contradiction
194	entailment
195	contradiction
196	entailment
197	entailment
198	contradiction
199	neutral
200	neutral
201	entailment
202	entailment
203	contradiction
204	contradiction
205	entailment
206	entailment
207	contradiction
208	entailment
209	entailment
210	neutral
211	contradiction
212	entailment
213	neutral
214	entailment
215	entailment
216	entailment
217	contradiction
218	entailment
219	neutral
220	entailment
221	contradiction
222	entailment
223	entailment
224	neutral
225	entailment
226	contradiction
227	entailment
228	contradiction
229	contradiction
230	contradiction
231	neutral
232	contradiction
233	entailment
234	contradiction
235	contradiction
236	neutral
237	entailment
238	entailment
239	entailment
240	neutral
241	neutral
242	neutral
243	entailment
244	contradiction
245	entailment
246	neutral
247	contradiction
248	entailment
249	entailment
250	entailment
251	neutral
252	entailment
253	entailment
254	entailment
255	entailment
256	contradiction
257	entailment
258	neutral
259	entailment
260	entailment
261	contradiction
262	entailment
263	entailment
264	entailment
265	entailment
266	contradiction
267	contradiction
268	entailment
269	entailment
270	neutral
271	neutral
272	entailment
273	entailment
274	contradiction
275	contradiction
276	neutral
277	entailment
278	contradiction
279	contradiction
280	neutral
281	contradiction
282	contradiction
283	neutral
284	contradiction
285	neutral
286	entailment
287	neutral
288	contradiction
289	contradiction
290	neutral
291	contradiction
292	contradiction
293	neutral
294	entailment
295	entailment
296	neutral
297	entailment
298	entailment
299	neutral
300	contradiction
301	entailment
302	entailment
303	contradiction
304	neutral
305	entailment
306	contradiction
307	entailment
308	entailment
309	neutral
310	contradiction
311	entailment
312	neutral
313	neutral
314	entailment
315	entailment
316	contradiction
317	entailment
318	entailment
319	entailment
320	contradiction
321	contradiction
322	contradiction
323	entailment
324	entailment
325	entailment
326	entailment
327	entailment
328	neutral
329	entailment
330	contradiction
331	entailment
332	contradiction
333	neutral
334	contradiction
335	entailment
336	entailment
337	entailment
338	entailment
339	entailment
340	contradiction
341	contradiction
342	neutral
343	contradiction
344	contradiction
345	contradiction
346	neutral
347	entailment
348	entailment
349	entailment
350	entailment
351	neutral
352	contradiction
353	neutral
354	contradiction
355	contradiction
356	entailment
357	neutral
358	entailment
359	entailment
360	entailment
361	contradiction
362	contradiction
363	neutral
364	contradiction
365	contradiction
366	contradiction
367	entailment
368	contradiction
369	neutral
370	entailment
371	entailment
372	contradiction
373	entailment
374	contradiction
375	neutral
376	contradiction
377	entailment
378	contradiction
379	neutral
380	contradiction
381	neutral
382	neutral
383	neutral
384	neutral
385	contradiction
386	entailment
387	contradiction
388	neutral
389	entailment
390	entailment
391	contradiction
392	contradiction
393	neutral
394	neutral
395	neutral
396	contradiction
