index	prediction
0	entailment
1	entailment
2	neutral
3	entailment
4	neutral
5	neutral
6	neutral
7	neutral
8	neutral
9	entailment
10	neutral
11	entailment
12	entailment
13	entailment
14	contradiction
15	neutral
16	neutral
17	entailment
18	neutral
19	neutral
20	contradiction
21	contradiction
22	contradiction
23	contradiction
24	contradiction
25	contradiction
26	entailment
27	neutral
28	neutral
29	neutral
30	entailment
31	entailment
32	entailment
33	neutral
34	entailment
35	entailment
36	contradiction
37	contradiction
38	neutral
39	neutral
40	entailment
41	neutral
42	neutral
43	contradiction
44	neutral
45	entailment
46	neutral
47	contradiction
48	neutral
49	neutral
50	entailment
51	entailment
52	entailment
53	neutral
54	entailment
55	entailment
56	entailment
57	entailment
58	neutral
59	entailment
60	neutral
61	entailment
62	entailment
63	neutral
64	neutral
65	neutral
66	entailment
67	entailment
68	contradiction
69	neutral
70	entailment
71	neutral
72	entailment
73	entailment
74	entailment
75	entailment
76	contradiction
77	contradiction
78	neutral
79	neutral
80	neutral
81	entailment
82	entailment
83	entailment
84	entailment
85	entailment
86	entailment
87	entailment
88	entailment
89	entailment
90	neutral
91	entailment
92	entailment
93	entailment
94	entailment
95	entailment
96	entailment
97	entailment
98	entailment
99	entailment
100	entailment
101	entailment
102	entailment
103	entailment
104	entailment
105	entailment
106	neutral
107	entailment
108	entailment
109	entailment
110	entailment
111	entailment
112	entailment
113	entailment
114	entailment
115	entailment
116	entailment
117	entailment
118	contradiction
119	entailment
120	entailment
121	entailment
122	entailment
123	entailment
124	neutral
125	contradiction
126	neutral
127	entailment
128	neutral
129	entailment
130	entailment
131	contradiction
132	contradiction
133	contradiction
134	entailment
135	entailment
136	entailment
137	entailment
138	entailment
139	entailment
140	entailment
141	entailment
142	entailment
143	entailment
144	neutral
145	neutral
146	neutral
147	neutral
148	contradiction
149	neutral
150	neutral
151	neutral
152	entailment
153	neutral
154	contradiction
155	contradiction
156	entailment
157	entailment
158	entailment
159	neutral
160	entailment
161	entailment
162	entailment
163	entailment
164	entailment
165	neutral
166	entailment
167	entailment
168	entailment
169	entailment
170	contradiction
171	contradiction
172	contradiction
173	contradiction
174	contradiction
175	contradiction
176	contradiction
177	contradiction
178	entailment
179	entailment
180	entailment
181	entailment
182	entailment
183	neutral
184	entailment
185	contradiction
186	neutral
187	contradiction
188	neutral
189	entailment
190	entailment
191	entailment
192	entailment
193	entailment
194	entailment
195	entailment
196	entailment
197	entailment
198	entailment
199	entailment
200	entailment
201	entailment
202	entailment
203	entailment
204	neutral
205	contradiction
206	entailment
207	entailment
208	entailment
209	entailment
210	entailment
211	contradiction
212	entailment
213	entailment
214	neutral
215	entailment
216	neutral
217	entailment
218	entailment
219	entailment
220	entailment
221	entailment
222	neutral
223	entailment
224	entailment
225	entailment
226	entailment
227	entailment
228	entailment
229	entailment
230	entailment
231	entailment
232	entailment
233	entailment
234	entailment
235	entailment
236	entailment
237	entailment
238	entailment
239	entailment
240	entailment
241	entailment
242	entailment
243	entailment
244	entailment
245	entailment
246	entailment
247	entailment
248	entailment
249	neutral
250	neutral
251	neutral
252	neutral
253	neutral
254	entailment
255	neutral
256	contradiction
257	entailment
258	entailment
259	entailment
260	contradiction
261	contradiction
262	entailment
263	entailment
264	entailment
265	entailment
266	entailment
267	entailment
268	entailment
269	contradiction
270	contradiction
271	entailment
272	contradiction
273	neutral
274	contradiction
275	neutral
276	contradiction
277	neutral
278	neutral
279	neutral
280	entailment
281	entailment
282	neutral
283	entailment
284	neutral
285	entailment
286	neutral
287	entailment
288	contradiction
289	entailment
290	entailment
291	entailment
292	neutral
293	neutral
294	neutral
295	neutral
296	contradiction
297	neutral
298	neutral
299	contradiction
300	neutral
301	contradiction
302	entailment
303	entailment
304	entailment
305	entailment
306	entailment
307	neutral
308	neutral
309	neutral
310	entailment
311	entailment
312	entailment
313	entailment
314	entailment
315	contradiction
316	entailment
317	contradiction
318	neutral
319	entailment
320	entailment
321	entailment
322	contradiction
323	contradiction
324	contradiction
325	neutral
326	entailment
327	entailment
328	entailment
329	entailment
330	entailment
331	entailment
332	entailment
333	neutral
334	entailment
335	neutral
336	entailment
337	neutral
338	contradiction
339	neutral
340	entailment
341	neutral
342	contradiction
343	entailment
344	contradiction
345	entailment
346	entailment
347	entailment
348	entailment
349	entailment
350	entailment
351	entailment
352	entailment
353	entailment
354	neutral
355	entailment
356	contradiction
357	contradiction
358	entailment
359	neutral
360	contradiction
361	contradiction
362	entailment
363	neutral
364	contradiction
365	contradiction
366	entailment
367	entailment
368	contradiction
369	contradiction
370	entailment
371	entailment
372	contradiction
373	contradiction
374	entailment
375	contradiction
376	contradiction
377	contradiction
378	contradiction
379	contradiction
380	entailment
381	contradiction
382	contradiction
383	contradiction
384	contradiction
385	entailment
386	contradiction
387	contradiction
388	neutral
389	contradiction
390	contradiction
391	neutral
392	contradiction
393	neutral
394	contradiction
395	neutral
396	contradiction
397	neutral
398	contradiction
399	neutral
400	contradiction
401	contradiction
402	contradiction
403	entailment
404	contradiction
405	contradiction
406	contradiction
407	entailment
408	contradiction
409	contradiction
410	contradiction
411	entailment
412	entailment
413	contradiction
414	contradiction
415	contradiction
416	entailment
417	entailment
418	entailment
419	entailment
420	entailment
421	entailment
422	entailment
423	entailment
424	entailment
425	entailment
426	contradiction
427	neutral
428	contradiction
429	neutral
430	entailment
431	entailment
432	neutral
433	entailment
434	neutral
435	entailment
436	entailment
437	entailment
438	entailment
439	contradiction
440	entailment
441	entailment
442	entailment
443	entailment
444	entailment
445	entailment
446	entailment
447	entailment
448	neutral
449	neutral
450	neutral
451	entailment
452	neutral
453	entailment
454	entailment
455	entailment
456	neutral
457	contradiction
458	entailment
459	entailment
460	contradiction
461	neutral
462	entailment
463	neutral
464	entailment
465	neutral
466	entailment
467	neutral
468	neutral
469	neutral
470	neutral
471	neutral
472	neutral
473	neutral
474	entailment
475	neutral
476	entailment
477	entailment
478	entailment
479	entailment
480	entailment
481	entailment
482	entailment
483	entailment
484	neutral
485	contradiction
486	entailment
487	entailment
