index	prediction
0	entailment
1	neutral
2	neutral
3	contradiction
4	contradiction
5	contradiction
6	neutral
7	entailment
8	contradiction
9	contradiction
10	neutral
11	neutral
12	entailment
13	neutral
14	entailment
15	neutral
16	entailment
17	contradiction
18	neutral
19	contradiction
20	contradiction
21	entailment
22	entailment
23	neutral
24	contradiction
25	neutral
26	entailment
27	contradiction
28	neutral
29	entailment
30	neutral
31	contradiction
32	neutral
33	contradiction
34	contradiction
35	entailment
36	neutral
37	neutral
38	entailment
39	contradiction
40	neutral
41	contradiction
42	neutral
43	contradiction
44	neutral
45	entailment
46	contradiction
47	entailment
48	contradiction
49	entailment
50	entailment
51	entailment
52	entailment
53	neutral
54	entailment
55	neutral
56	entailment
57	entailment
58	neutral
59	neutral
60	contradiction
61	neutral
62	contradiction
63	neutral
64	contradiction
65	neutral
66	contradiction
67	entailment
68	neutral
69	entailment
70	neutral
71	entailment
72	neutral
73	neutral
74	entailment
75	contradiction
76	entailment
77	contradiction
78	neutral
79	entailment
80	entailment
81	contradiction
82	neutral
83	entailment
84	contradiction
85	contradiction
86	contradiction
87	contradiction
88	neutral
89	entailment
90	contradiction
91	entailment
92	entailment
93	entailment
94	contradiction
95	contradiction
96	entailment
97	neutral
98	contradiction
99	contradiction
100	entailment
101	neutral
102	entailment
103	contradiction
104	contradiction
105	entailment
106	neutral
107	neutral
108	contradiction
109	neutral
110	entailment
111	entailment
112	neutral
113	entailment
114	entailment
115	contradiction
116	entailment
117	neutral
118	contradiction
119	entailment
120	neutral
121	entailment
122	entailment
123	contradiction
124	neutral
125	contradiction
126	entailment
127	entailment
128	entailment
129	contradiction
130	contradiction
131	entailment
132	contradiction
133	entailment
134	neutral
135	contradiction
136	neutral
137	neutral
138	neutral
139	contradiction
140	neutral
141	contradiction
142	entailment
143	contradiction
144	contradiction
145	neutral
146	entailment
147	neutral
148	entailment
149	neutral
150	contradiction
151	neutral
152	entailment
153	entailment
154	entailment
155	contradiction
156	neutral
157	contradiction
158	contradiction
159	neutral
160	entailment
161	neutral
162	entailment
163	entailment
164	neutral
165	entailment
166	neutral
167	contradiction
168	entailment
169	contradiction
170	neutral
171	entailment
172	neutral
173	entailment
174	neutral
175	neutral
176	contradiction
177	entailment
178	neutral
179	entailment
180	entailment
181	neutral
182	neutral
183	neutral
184	neutral
185	entailment
186	contradiction
187	entailment
188	contradiction
189	entailment
190	entailment
191	neutral
192	contradiction
193	entailment
194	neutral
195	neutral
196	contradiction
197	entailment
198	neutral
199	neutral
200	entailment
201	entailment
202	contradiction
203	entailment
204	entailment
205	contradiction
206	contradiction
207	contradiction
208	entailment
209	entailment
210	entailment
211	neutral
212	contradiction
213	contradiction
214	entailment
215	entailment
216	entailment
217	entailment
218	entailment
219	contradiction
220	entailment
221	contradiction
222	entailment
223	neutral
224	contradiction
225	entailment
226	neutral
227	contradiction
228	contradiction
229	neutral
230	entailment
231	neutral
232	neutral
233	entailment
234	entailment
235	neutral
236	contradiction
237	neutral
238	contradiction
239	contradiction
240	entailment
241	contradiction
242	entailment
243	entailment
244	entailment
245	entailment
246	entailment
247	neutral
248	entailment
249	neutral
250	entailment
251	contradiction
252	entailment
253	entailment
254	neutral
255	entailment
256	neutral
257	neutral
258	entailment
259	contradiction
260	entailment
261	entailment
262	entailment
263	contradiction
264	entailment
265	contradiction
266	neutral
267	neutral
268	entailment
269	neutral
270	entailment
271	contradiction
272	contradiction
273	entailment
274	contradiction
275	neutral
276	neutral
277	neutral
278	neutral
279	neutral
280	entailment
281	entailment
282	entailment
283	neutral
284	entailment
285	contradiction
286	contradiction
287	entailment
288	contradiction
289	entailment
290	entailment
291	entailment
292	neutral
293	entailment
294	neutral
295	neutral
296	neutral
297	entailment
298	neutral
299	entailment
300	neutral
301	neutral
302	entailment
303	entailment
304	neutral
305	entailment
306	contradiction
307	contradiction
308	contradiction
309	entailment
310	contradiction
311	neutral
312	entailment
313	entailment
314	neutral
315	entailment
316	neutral
317	entailment
318	entailment
319	entailment
320	neutral
321	entailment
322	entailment
323	entailment
324	entailment
325	contradiction
326	contradiction
327	neutral
328	entailment
329	neutral
330	neutral
331	contradiction
332	entailment
333	neutral
334	entailment
335	contradiction
336	entailment
337	entailment
338	contradiction
339	neutral
340	contradiction
341	contradiction
342	contradiction
343	contradiction
344	entailment
345	contradiction
346	entailment
347	contradiction
348	neutral
349	entailment
350	entailment
351	entailment
352	neutral
353	contradiction
354	contradiction
355	entailment
356	entailment
357	neutral
358	neutral
359	neutral
360	entailment
361	entailment
362	contradiction
363	contradiction
364	contradiction
365	entailment
366	neutral
367	entailment
368	neutral
369	neutral
370	entailment
371	contradiction
372	contradiction
373	neutral
374	neutral
375	entailment
376	entailment
377	neutral
378	contradiction
379	entailment
380	entailment
381	entailment
382	entailment
383	contradiction
384	contradiction
385	contradiction
386	entailment
387	contradiction
388	contradiction
389	contradiction
390	contradiction
391	entailment
392	contradiction
393	entailment
394	contradiction
395	neutral
396	entailment
397	contradiction
398	entailment
399	entailment
400	entailment
