index	prediction
0	entailment
1	contradiction
2	neutral
3	contradiction
4	contradiction
5	neutral
6	contradiction
7	neutral
8	contradiction
9	neutral
10	neutral
11	neutral
12	neutral
13	contradiction
14	entailment
15	neutral
16	neutral
17	entailment
18	neutral
19	neutral
20	contradiction
21	contradiction
22	neutral
23	contradiction
24	neutral
25	contradiction
26	entailment
27	entailment
28	contradiction
29	contradiction
30	entailment
31	contradiction
32	entailment
33	contradiction
34	neutral
35	contradiction
36	neutral
37	neutral
38	contradiction
39	neutral
40	contradiction
41	neutral
42	entailment
43	neutral
44	neutral
45	neutral
46	entailment
47	neutral
48	neutral
49	neutral
50	entailment
51	entailment
52	neutral
53	neutral
54	entailment
55	entailment
56	neutral
57	neutral
58	neutral
59	neutral
60	neutral
61	neutral
62	neutral
63	neutral
64	neutral
65	neutral
66	entailment
67	entailment
68	contradiction
69	neutral
70	neutral
71	neutral
72	entailment
73	entailment
74	entailment
75	entailment
76	entailment
77	entailment
78	entailment
79	entailment
80	contradiction
81	neutral
82	entailment
83	entailment
84	entailment
85	entailment
86	contradiction
87	contradiction
88	entailment
89	entailment
90	neutral
91	entailment
92	entailment
93	entailment
94	entailment
95	entailment
96	entailment
97	entailment
98	neutral
99	neutral
100	neutral
101	neutral
102	entailment
103	entailment
104	entailment
105	entailment
106	neutral
107	entailment
108	entailment
109	neutral
110	entailment
111	neutral
112	neutral
113	entailment
114	entailment
115	entailment
116	neutral
117	entailment
118	neutral
119	entailment
120	entailment
121	entailment
122	entailment
123	entailment
124	neutral
125	neutral
126	neutral
127	contradiction
128	neutral
129	contradiction
130	neutral
131	neutral
132	neutral
133	neutral
134	entailment
135	entailment
136	entailment
137	entailment
138	entailment
139	entailment
140	entailment
141	entailment
142	entailment
143	entailment
144	entailment
145	neutral
146	entailment
147	neutral
148	neutral
149	neutral
150	entailment
151	entailment
152	entailment
153	entailment
154	neutral
155	entailment
156	entailment
157	entailment
158	contradiction
159	neutral
160	contradiction
161	neutral
162	entailment
163	neutral
164	neutral
165	neutral
166	entailment
167	entailment
168	entailment
169	entailment
170	entailment
171	neutral
172	neutral
173	neutral
174	entailment
175	neutral
176	neutral
177	neutral
178	entailment
179	entailment
180	entailment
181	entailment
182	neutral
183	neutral
184	neutral
185	entailment
186	entailment
187	contradiction
188	neutral
189	neutral
190	entailment
191	entailment
192	entailment
193	entailment
194	entailment
195	entailment
196	entailment
197	entailment
198	contradiction
199	entailment
200	neutral
