index	prediction
0	neutral
1	neutral
2	entailment
3	entailment
4	entailment
5	entailment
6	entailment
7	entailment
8	entailment
9	entailment
10	neutral
11	neutral
12	contradiction
13	contradiction
14	contradiction
15	contradiction
16	neutral
17	neutral
18	neutral
19	neutral
20	entailment
21	entailment
22	neutral
23	neutral
24	neutral
25	neutral
26	entailment
27	entailment
28	contradiction
29	contradiction
30	neutral
31	neutral
32	neutral
33	neutral
34	neutral
35	neutral
36	neutral
37	neutral
38	neutral
39	neutral
40	neutral
41	neutral
42	entailment
43	entailment
44	entailment
45	entailment
46	entailment
47	entailment
48	entailment
49	entailment
50	contradiction
51	contradiction
52	entailment
53	neutral
54	entailment
55	entailment
56	contradiction
57	contradiction
58	contradiction
59	contradiction
60	contradiction
61	contradiction
62	contradiction
63	contradiction
64	contradiction
65	contradiction
66	contradiction
67	contradiction
68	contradiction
69	neutral
70	contradiction
71	neutral
72	entailment
73	entailment
74	entailment
75	entailment
76	entailment
77	entailment
78	neutral
79	neutral
80	entailment
81	entailment
82	contradiction
83	contradiction
84	neutral
85	neutral
86	neutral
87	neutral
88	neutral
89	neutral
90	contradiction
91	contradiction
92	contradiction
93	contradiction
94	contradiction
95	contradiction
96	contradiction
97	contradiction
98	neutral
99	neutral
100	neutral
101	neutral
102	entailment
103	entailment
104	entailment
105	entailment
106	entailment
107	entailment
108	neutral
109	neutral
110	neutral
111	neutral
112	entailment
113	neutral
114	neutral
115	neutral
116	neutral
117	neutral
118	entailment
119	neutral
120	contradiction
121	contradiction
122	contradiction
123	contradiction
124	neutral
125	entailment
126	entailment
127	entailment
128	entailment
129	entailment
130	contradiction
131	entailment
132	contradiction
133	entailment
134	entailment
135	entailment
136	entailment
137	entailment
138	entailment
139	entailment
140	entailment
141	entailment
142	entailment
143	entailment
144	neutral
145	neutral
146	neutral
147	neutral
148	neutral
149	neutral
150	neutral
151	neutral
152	neutral
153	neutral
154	neutral
155	neutral
156	neutral
157	neutral
158	contradiction
159	contradiction
160	contradiction
161	contradiction
162	contradiction
163	contradiction
164	entailment
165	neutral
166	entailment
167	entailment
168	entailment
169	entailment
170	entailment
171	entailment
172	entailment
173	entailment
174	entailment
175	entailment
176	entailment
177	entailment
178	entailment
179	entailment
180	entailment
181	entailment
182	neutral
183	neutral
184	neutral
185	contradiction
186	neutral
187	contradiction
188	entailment
189	contradiction
190	neutral
191	neutral
192	neutral
193	neutral
194	neutral
195	contradiction
196	entailment
197	neutral
198	contradiction
199	entailment
200	entailment
201	entailment
202	entailment
203	entailment
204	entailment
205	entailment
206	entailment
207	entailment
208	neutral
209	neutral
210	contradiction
211	contradiction
212	neutral
213	neutral
214	entailment
215	entailment
216	entailment
217	entailment
218	neutral
219	neutral
220	entailment
221	neutral
222	neutral
223	entailment
224	entailment
225	contradiction
226	entailment
227	neutral
228	contradiction
229	entailment
230	contradiction
231	entailment
232	contradiction
233	contradiction
234	contradiction
235	contradiction
236	contradiction
237	contradiction
238	contradiction
239	contradiction
240	contradiction
241	contradiction
242	contradiction
243	contradiction
244	contradiction
245	contradiction
246	contradiction
247	contradiction
248	contradiction
249	contradiction
250	contradiction
251	contradiction
252	contradiction
253	contradiction
254	contradiction
255	contradiction
256	entailment
257	entailment
258	entailment
259	entailment
260	entailment
261	entailment
262	entailment
263	entailment
264	contradiction
265	contradiction
266	contradiction
267	contradiction
268	contradiction
269	contradiction
270	contradiction
271	contradiction
272	contradiction
273	contradiction
274	entailment
275	contradiction
276	entailment
277	neutral
278	neutral
279	neutral
280	neutral
281	neutral
282	neutral
283	neutral
284	neutral
285	neutral
286	neutral
287	neutral
288	neutral
289	contradiction
290	entailment
291	contradiction
292	neutral
293	neutral
294	neutral
295	neutral
296	neutral
297	neutral
298	neutral
299	neutral
300	neutral
301	neutral
302	entailment
303	entailment
304	entailment
305	entailment
306	neutral
307	neutral
308	neutral
309	neutral
310	contradiction
311	contradiction
312	entailment
313	contradiction
314	entailment
315	entailment
316	entailment
317	entailment
318	neutral
319	entailment
320	neutral
321	entailment
322	neutral
323	entailment
324	neutral
325	entailment
326	entailment
327	entailment
328	neutral
329	entailment
330	contradiction
331	entailment
332	entailment
333	neutral
334	neutral
335	neutral
336	neutral
337	neutral
338	neutral
339	neutral
340	neutral
341	neutral
342	contradiction
343	neutral
344	neutral
345	neutral
346	contradiction
347	contradiction
348	contradiction
349	contradiction
350	contradiction
351	contradiction
352	contradiction
353	contradiction
354	neutral
355	entailment
356	neutral
357	entailment
358	neutral
359	entailment
360	neutral
361	entailment
362	neutral
363	entailment
364	neutral
365	entailment
366	neutral
367	entailment
368	neutral
369	entailment
370	neutral
371	entailment
372	neutral
373	entailment
374	entailment
375	contradiction
376	contradiction
377	neutral
378	entailment
379	contradiction
380	entailment
381	neutral
382	contradiction
383	contradiction
384	entailment
385	neutral
386	neutral
387	entailment
388	neutral
389	entailment
390	contradiction
391	entailment
392	contradiction
393	entailment
394	contradiction
395	entailment
396	contradiction
397	contradiction
398	contradiction
399	contradiction
400	contradiction
401	contradiction
402	neutral
403	neutral
404	neutral
405	neutral
406	contradiction
407	contradiction
408	contradiction
409	contradiction
410	contradiction
411	contradiction
412	contradiction
413	contradiction
414	contradiction
415	contradiction
416	contradiction
417	contradiction
418	contradiction
419	contradiction
420	neutral
421	neutral
422	neutral
423	neutral
424	neutral
425	neutral
426	entailment
427	neutral
428	entailment
429	neutral
430	contradiction
431	entailment
432	contradiction
433	neutral
434	neutral
435	neutral
436	neutral
437	neutral
438	neutral
439	neutral
440	contradiction
441	contradiction
442	contradiction
443	contradiction
444	contradiction
445	contradiction
446	neutral
447	neutral
448	entailment
449	entailment
450	neutral
451	neutral
452	neutral
453	neutral
454	contradiction
455	contradiction
456	contradiction
457	contradiction
458	contradiction
459	contradiction
460	neutral
461	neutral
462	neutral
463	neutral
464	contradiction
465	contradiction
466	contradiction
467	contradiction
468	neutral
469	neutral
470	neutral
471	neutral
472	contradiction
