index	prediction
0	entailment
1	neutral
2	neutral
3	contradiction
4	contradiction
5	entailment
6	neutral
7	entailment
8	entailment
9	contradiction
10	contradiction
11	neutral
12	entailment
13	entailment
14	entailment
15	neutral
16	entailment
17	contradiction
18	entailment
19	entailment
20	contradiction
21	entailment
22	neutral
23	contradiction
24	entailment
25	entailment
26	entailment
27	neutral
28	neutral
29	neutral
30	neutral
31	contradiction
32	neutral
33	contradiction
34	contradiction
35	neutral
36	neutral
37	neutral
38	entailment
39	contradiction
40	neutral
41	contradiction
42	neutral
43	contradiction
44	neutral
45	entailment
46	entailment
47	entailment
48	contradiction
49	entailment
50	entailment
51	neutral
52	entailment
53	neutral
54	neutral
55	neutral
56	entailment
57	entailment
58	neutral
59	neutral
60	contradiction
61	neutral
62	contradiction
63	entailment
64	contradiction
65	entailment
66	contradiction
67	entailment
68	neutral
69	neutral
70	neutral
71	entailment
72	neutral
73	contradiction
74	entailment
75	contradiction
76	entailment
77	contradiction
78	entailment
79	entailment
80	entailment
81	contradiction
82	neutral
83	contradiction
84	contradiction
85	contradiction
86	contradiction
87	contradiction
88	neutral
89	entailment
90	contradiction
91	neutral
92	entailment
93	entailment
94	entailment
95	neutral
96	neutral
97	neutral
98	contradiction
99	contradiction
100	contradiction
101	neutral
102	neutral
103	contradiction
104	entailment
105	entailment
106	entailment
107	neutral
108	contradiction
109	neutral
110	neutral
111	neutral
112	entailment
113	contradiction
114	entailment
115	contradiction
116	contradiction
117	entailment
118	entailment
119	entailment
120	neutral
121	entailment
122	entailment
123	contradiction
124	neutral
125	contradiction
126	neutral
127	entailment
128	neutral
129	contradiction
130	entailment
131	entailment
132	contradiction
133	neutral
134	neutral
135	contradiction
136	neutral
137	contradiction
138	contradiction
139	contradiction
140	contradiction
141	contradiction
142	entailment
143	contradiction
144	entailment
145	neutral
146	neutral
147	neutral
148	neutral
149	neutral
150	entailment
151	neutral
152	entailment
153	entailment
154	neutral
155	contradiction
156	neutral
157	contradiction
158	contradiction
159	neutral
160	entailment
161	contradiction
162	entailment
163	entailment
164	neutral
165	entailment
166	entailment
167	contradiction
168	entailment
169	neutral
170	contradiction
171	contradiction
172	neutral
173	entailment
174	neutral
175	entailment
176	contradiction
177	entailment
178	contradiction
179	neutral
180	entailment
181	neutral
182	neutral
183	neutral
184	neutral
185	neutral
186	contradiction
187	entailment
188	contradiction
189	entailment
190	entailment
191	neutral
192	entailment
193	contradiction
194	neutral
195	entailment
196	contradiction
197	neutral
198	entailment
199	neutral
200	contradiction
201	entailment
202	neutral
203	entailment
204	neutral
205	contradiction
206	contradiction
207	neutral
208	contradiction
209	neutral
210	entailment
211	contradiction
212	entailment
213	entailment
214	entailment
215	entailment
216	neutral
217	contradiction
218	entailment
219	contradiction
220	entailment
221	entailment
222	neutral
223	neutral
224	entailment
225	entailment
226	neutral
227	contradiction
228	entailment
229	neutral
230	neutral
231	neutral
232	entailment
233	neutral
234	contradiction
235	contradiction
236	neutral
237	neutral
238	contradiction
239	contradiction
240	entailment
241	contradiction
242	entailment
243	contradiction
244	entailment
245	contradiction
246	entailment
247	neutral
248	neutral
249	entailment
250	neutral
251	contradiction
252	entailment
253	entailment
254	neutral
255	entailment
256	neutral
257	neutral
258	contradiction
259	contradiction
260	entailment
261	entailment
262	contradiction
263	neutral
264	contradiction
265	contradiction
266	neutral
267	contradiction
268	neutral
269	contradiction
270	entailment
271	contradiction
272	contradiction
273	entailment
274	contradiction
275	contradiction
276	neutral
277	neutral
278	neutral
279	contradiction
280	entailment
281	entailment
282	neutral
283	neutral
284	entailment
285	contradiction
286	contradiction
287	neutral
288	neutral
289	contradiction
290	entailment
291	entailment
292	neutral
293	entailment
294	entailment
295	neutral
296	entailment
297	entailment
298	neutral
299	entailment
300	contradiction
301	neutral
302	entailment
303	contradiction
304	neutral
305	neutral
306	contradiction
307	contradiction
308	entailment
309	entailment
310	contradiction
311	neutral
312	entailment
313	entailment
314	neutral
315	entailment
316	neutral
317	neutral
318	entailment
319	entailment
320	neutral
321	neutral
322	entailment
323	entailment
324	neutral
325	neutral
326	contradiction
327	neutral
328	contradiction
329	neutral
330	neutral
331	contradiction
332	entailment
333	neutral
334	neutral
335	contradiction
336	neutral
337	entailment
338	contradiction
339	neutral
340	contradiction
341	contradiction
342	neutral
343	contradiction
344	neutral
345	entailment
346	entailment
347	neutral
348	neutral
349	entailment
350	entailment
351	entailment
352	neutral
353	contradiction
354	neutral
355	contradiction
356	neutral
357	neutral
358	neutral
359	neutral
360	entailment
361	neutral
362	neutral
363	contradiction
364	contradiction
365	entailment
366	contradiction
367	entailment
368	neutral
369	neutral
370	neutral
371	entailment
372	contradiction
373	neutral
374	neutral
375	entailment
376	entailment
377	neutral
378	entailment
379	entailment
380	entailment
381	entailment
382	neutral
383	contradiction
384	neutral
385	neutral
386	entailment
387	contradiction
388	contradiction
389	neutral
390	entailment
391	entailment
392	contradiction
393	entailment
394	contradiction
395	neutral
396	neutral
397	entailment
398	contradiction
399	entailment
400	entailment
